#{"t_start": 1735016675.688494, "env_id": "Walker2d-v5"}
r,l,t
5754.038021,1000,18392.720147
5728.377026,1000,18397.329818
5735.046428,1000,18401.858264
5504.368183,1000,18406.382792
5785.551583,1000,18410.999924
5742.513895,1000,18415.6232
5681.849182,1000,18420.180185
5754.369229,1000,18424.710364
5744.364188,1000,18429.261914
5738.35833,1000,18433.868976
5603.304188,1000,18438.43763
5537.554322,1000,18442.992848
5368.018684,962,18447.359528
5559.547636,1000,18451.987639
2011.762036,432,18453.996711
5754.700901,1000,18458.668852
5683.339127,1000,18463.266528
5586.125079,1000,18467.893317
5598.334177,1000,18472.474288
5557.604565,1000,18477.081112
5748.990746,1000,18481.722034
5703.263924,1000,18486.351801
5588.853235,1000,18490.935664
5644.175239,1000,18495.512007
5719.519739,1000,18500.14349
5703.323186,1000,18504.784538
5705.598795,1000,18509.366445
5676.837675,1000,18513.923618
5695.972473,1000,18518.462484
5712.671466,1000,18523.128688
5557.321228,1000,18527.688314
5685.173038,1000,18532.270219
5612.378692,1000,18536.82769
5719.885494,1000,18541.522046
5654.627711,1000,18546.108379
5696.971265,1000,18550.677021
5672.55181,1000,18555.209958
5715.518615,1000,18559.815256
5473.275942,1000,18564.347936
5682.705421,1000,18568.93511
5721.324497,1000,18573.507507
5739.501733,1000,18578.112163
5706.80619,1000,18582.692215
5713.564477,1000,18587.246273
5716.275281,1000,18591.859486
5728.067517,1000,18596.488102
5656.844813,1000,18601.084266
5442.704049,1000,18605.694946
5494.716216,1000,18610.327747
5674.781596,1000,18615.125746
5649.271891,1000,18619.86281
5629.135495,1000,18624.639358
5654.472366,1000,18629.427695
5607.740256,1000,18634.338211
5521.44532,1000,18639.219601
5655.886545,1000,18644.118886
5699.100971,1000,18649.009532
5660.980567,1000,18653.982295
5552.259091,1000,18658.878254
5552.650184,1000,18663.825141
5708.665555,1000,18668.702278
5388.50965,1000,18673.640595
5463.164479,1000,18678.490836
5320.164954,1000,18683.339488
5742.608634,1000,18688.200516
5638.889334,1000,18693.079176
5317.810529,1000,18697.842597
5530.708025,1000,18702.606518
1311.342057,301,18704.030087
5697.94505,1000,18708.82039
917.827808,242,18709.962854
5753.888059,1000,18714.751315
672.877363,198,18715.685235
5733.724189,1000,18720.484887
5723.262009,1000,18725.208325
5515.302369,1000,18729.906073
5751.911389,1000,18734.637586
5706.045396,1000,18739.387455
5692.916764,1000,18744.096833
5684.15062,1000,18748.793141
5685.733815,1000,18753.491112
5758.77847,1000,18758.240857
5722.67287,1000,18762.948403
5709.779149,1000,18767.617725
5678.821003,1000,18772.263037
5741.72876,1000,18776.992625
5661.403313,1000,18781.648188
5686.995213,1000,18786.375689
5682.879905,1000,18791.018052
5719.228869,1000,18795.76119
5736.554807,1000,18800.409235
5753.963045,1000,18805.092547
5709.196555,1000,18809.803717
5763.341343,1000,18814.566162
5695.898741,1000,18819.227865
5745.704852,1000,18823.970035
5717.449596,1000,18828.674973
5721.837334,1000,18833.57206
5686.735294,1000,18838.290152
5652.536665,1000,18842.971909
5686.594403,1000,18847.679863
5692.942527,1000,18852.418845
5727.073829,1000,18857.167105
5754.386356,1000,18861.868443
5747.576526,1000,18866.574259
5720.769732,1000,18871.402881
5746.058259,1000,18876.127728
5630.773821,1000,18880.913396
5658.081838,1000,18885.635808
5690.668455,1000,18890.545813
5714.46592,1000,18895.290164
5706.723615,1000,18900.098375
5733.073715,1000,18904.866941
5691.03792,1000,18909.671502
5680.814135,1000,18914.414872
5714.835122,1000,18919.142835
5723.412027,1000,18923.933146
5693.691583,1000,18929.023585
5744.178414,1000,18933.92403
5754.665369,1000,18938.825425
5698.683752,1000,18943.555449
5773.781227,1000,18948.341021
5757.979146,1000,18953.059558
5757.53477,1000,18957.753706
1972.958759,460,18959.928579
5784.245881,1000,18964.631587
5767.078527,1000,18969.318638
5765.814207,1000,18974.006793
5782.738691,1000,18978.701678
5770.679908,1000,18983.396572
5741.724956,1000,18988.090274
5725.532807,1000,18992.799415
5732.771215,1000,18997.496649
5765.466357,1000,19002.224437
5729.505493,1000,19006.900841
5700.296796,1000,19011.603967
5697.164534,1000,19016.279018
5766.93762,1000,19021.046918
5749.516907,1000,19025.726048
5734.034087,1000,19030.418025
5767.255406,1000,19035.086243
5771.498775,1000,19039.8025
5724.684785,1000,19044.486446
3432.42326,627,19047.414197
5700.76021,1000,19052.088531
5752.883211,1000,19056.79619
5764.271672,1000,19061.719468
5785.760257,1000,19066.397382
5790.472373,1000,19071.113135
5791.654201,1000,19075.799105
5748.540846,1000,19080.514543
1776.175889,402,19082.453809
5654.32282,1000,19087.128687
5740.864261,1000,19091.861452
5719.593492,1000,19096.555315
5770.20664,1000,19101.247794
5753.867613,1000,19105.917605
5782.417556,1000,19110.641867
5761.509888,1000,19115.3468
5722.153354,1000,19120.231194
5726.245937,1000,19125.001209
5763.8349,1000,19129.742003
5706.066111,1000,19134.472951
5774.726901,1000,19139.172269
5742.955266,1000,19143.882986
5742.229043,1000,19148.589596
5758.162658,1000,19153.295966
5765.959872,1000,19157.984444
5752.90062,1000,19162.718726
5729.162658,1000,19167.433211
5644.401923,1000,19172.156682
5743.111206,1000,19176.941411
5747.82177,1000,19181.747546
5754.816353,1000,19186.596457
5747.330997,1000,19191.379271
5786.567801,1000,19196.144676
5795.215094,1000,19200.833021
1652.495213,380,19202.658273
5732.141019,1000,19207.654811
5600.154737,1000,19212.401804
5804.012167,1000,19217.112688
5691.488284,1000,19222.002803
5762.829353,1000,19226.875596
5766.910429,1000,19231.576831
5794.292859,1000,19236.321483
5763.9779,1000,19241.049595
5708.416106,1000,19245.808437
5723.850169,1000,19250.507206
5748.378166,1000,19255.254959
5763.44768,1000,19259.998431
5776.327722,1000,19264.7314
5771.999313,1000,19269.418769
5759.909604,1000,19274.132058
5806.78191,1000,19278.839584
5787.787648,1000,19283.552949
5778.168723,1000,19288.23918
5684.115539,1000,19292.914521
5755.768409,1000,19297.71407
5747.451708,1000,19302.406068
3978.249435,798,19306.189328
5779.533793,1000,19310.964812
5755.411185,1000,19315.70017
1328.871578,299,19317.09752
5671.686766,1000,19321.768742
5754.821763,1000,19326.468926
5770.013787,1000,19331.173842
5783.146333,1000,19335.884356
5727.580472,1000,19340.567457
5727.063492,1000,19345.32888
5777.651256,1000,19350.238915
5775.514378,1000,19354.959805
5733.488737,1000,19359.631937
5803.717435,1000,19364.324449
5730.846252,1000,19369.025046
5624.863934,1000,19373.708978
907.088455,242,19374.8698
5783.547943,1000,19379.554358
5501.214367,1000,19384.249063
5721.62199,1000,19388.952098
5767.64664,1000,19393.622366
5744.639416,1000,19398.342928
5772.24805,1000,19403.038972
5774.746441,1000,19407.739803
5734.61937,1000,19412.420359
5816.443307,1000,19417.127978
5743.7845,1000,19421.851745
5742.38227,1000,19426.570606
5767.104049,1000,19431.263403
5718.208986,1000,19435.972383
5760.461391,1000,19440.688788
5789.328592,1000,19445.471056
5768.566476,1000,19450.189376
5728.515037,1000,19454.879446
5775.995049,1000,19459.615346
5772.914196,1000,19464.31666
5744.367928,1000,19469.177376
5743.740999,1000,19474.065949
5773.079415,1000,19478.808194
5755.608458,1000,19483.542434
844.62618,215,19484.55808
5740.177711,1000,19489.293727
5744.593439,1000,19494.04477
823.907774,218,19495.071498
5735.863748,1000,19499.814712
5761.071134,1000,19504.512652
5730.669009,1000,19509.245991
5781.034605,1000,19513.923859
5804.376455,1000,19518.649834
5807.811589,1000,19523.327093
3033.396708,571,19526.021975
5815.06677,1000,19530.726782
5786.387445,1000,19535.399686
5789.168558,1000,19540.11619
5790.163409,1000,19544.82291
5677.482678,1000,19549.509162
5780.363544,1000,19554.172308
543.948002,239,19555.287154
5564.649313,1000,19560.002481
849.115412,223,19561.042323
5767.653854,1000,19565.710276
5693.767426,1000,19570.385144
5744.952675,1000,19575.055174
5743.83739,1000,19579.723029
5744.701367,1000,19584.372139
5777.008392,1000,19589.062263
5766.685734,1000,19593.861017
5786.489838,1000,19598.665222
5699.386238,1000,19603.33723
5747.27417,1000,19607.993072
5738.968606,1000,19612.745431
5689.556991,1000,19617.422593
5739.879623,1000,19622.111097
5730.136017,1000,19626.784473
1045.534476,261,19628.023946
5820.625646,1000,19632.734051
5762.859293,1000,19637.431688
5526.227763,1000,19642.132677
5747.265156,1000,19646.83127
847.651076,217,19647.845433
5761.789084,1000,19652.532984
5675.898583,1000,19657.221975
5772.352225,1000,19661.935387
5758.160367,1000,19666.616884
5739.820538,1000,19671.296408
5742.759512,1000,19675.952604
5751.152279,1000,19680.663768
5713.335487,1000,19685.328337
5701.055221,1000,19689.976979
5709.660439,1000,19694.65171
5708.718188,1000,19699.328043
5716.414797,1000,19704.024946
5768.518679,1000,19708.683664
5731.588758,1000,19713.35874
5653.890715,1000,19718.264508
5749.029471,1000,19723.012987
5802.997661,1000,19727.694685
5695.930039,1000,19732.394369
5783.471357,1000,19737.118484
5730.749668,1000,19741.83441
5339.495202,1000,19746.5311
5690.243188,1000,19751.252699
5743.330819,1000,19756.001048
5703.864895,1000,19760.744412
5665.782708,1000,19765.506741
5742.312106,1000,19770.227963
5766.105225,1000,19775.003952
5634.571804,1000,19779.734279
5800.516627,1000,19784.494444
5781.717596,1000,19789.216154
5565.98401,1000,19793.980416
5794.455353,1000,19798.704858
5737.2569,1000,19803.438908
5024.574376,1000,19808.14251
5622.456174,1000,19812.882168
5711.302709,1000,19817.585305
5707.287757,1000,19822.298445
5784.702168,1000,19826.999275
5743.658833,1000,19831.686697
403.946622,144,19832.359996
470.096727,175,19833.204106
5723.898332,1000,19837.880999
5689.578653,1000,19842.885811
5777.283758,1000,19847.597045
5749.953986,1000,19852.265996
302.034649,115,19852.800336
5777.567037,1000,19857.505433
5755.081533,1000,19862.168112
5736.677013,1000,19866.845006
5738.480335,1000,19871.531373
5663.793402,1000,19876.229742
5762.528199,1000,19880.871922
4593.90551,835,19884.768672
5570.911197,1000,19889.405115
5728.952945,1000,19894.107494
5728.663673,1000,19898.772981
5750.816626,1000,19903.429043
5735.651987,1000,19908.112589
5437.98558,980,19912.698359
3980.545267,737,19916.17134
3155.308898,622,19919.071043
5680.332191,1000,19923.72603
5586.962648,1000,19928.432271
5756.027231,1000,19933.097306
4102.264549,799,19936.855857
5728.572107,1000,19941.548742
5698.026351,1000,19946.266157
5657.692533,1000,19950.941605
1132.208414,275,19952.232794
5756.021139,1000,19956.924003
5753.37381,1000,19961.634647
5660.950573,1000,19966.622163
5759.799979,1000,19971.296472
5756.320371,1000,19976.002574
5721.111091,1000,19980.71147
5656.100485,1000,19985.39536
5714.714056,1000,19990.141204
5686.691351,1000,19994.833681
5689.457126,1000,19999.569283
5701.626025,1000,20004.256342
5738.952217,1000,20008.974972
5762.456677,1000,20013.688043
5772.216963,1000,20018.437392
5739.224916,1000,20023.139299
5721.212087,1000,20027.856169
5676.961044,1000,20032.553537
5754.424507,1000,20037.287955
5755.418696,1000,20041.982459
5762.079604,1000,20046.672734
5713.866111,1000,20051.365091
5730.736038,1000,20056.071922
5694.023465,1000,20060.805449
5717.97154,1000,20065.493936
5741.408083,1000,20070.227177
5732.997828,1000,20074.938872
5719.988066,1000,20079.642553
5751.052587,1000,20084.359037
5726.666581,1000,20089.120484
5745.056262,1000,20093.823373
5778.503084,1000,20098.522957
5746.335718,1000,20103.267372
5684.03716,1000,20108.170214
5703.212638,1000,20112.874436
5730.162851,1000,20117.556917
5777.511954,1000,20122.258546
5798.133134,1000,20126.935844
5535.155201,1000,20131.676261
5687.08495,1000,20136.37454
5693.61933,1000,20141.115476
5751.498351,1000,20145.797533
5744.990832,1000,20150.521955
5731.081183,1000,20155.285666
5751.944824,1000,20159.995513
5742.167348,1000,20164.716759
5694.64405,1000,20169.438273
5512.837542,1000,20174.129065
5753.237073,1000,20178.88473
5674.792327,1000,20183.597436
5733.408713,1000,20188.296562
5726.506517,1000,20192.990054
5753.133675,1000,20197.657847
5744.446331,1000,20202.378435
5790.162993,1000,20207.107447
5680.410334,1000,20211.803503
5741.728552,1000,20216.480432
5721.879806,1000,20221.172912
5703.613182,1000,20225.900767
5734.367108,1000,20230.833107
5698.291224,1000,20235.534461
5736.729866,1000,20240.253781
5758.630269,1000,20244.982696
5742.188476,1000,20249.701572
5712.225641,1000,20254.422343
5748.52348,1000,20259.118732
5694.56253,1000,20263.860079
5768.090077,1000,20268.556466
5644.83155,1000,20273.294159
5755.75163,1000,20277.989133
5766.609135,1000,20282.738208
5733.47437,1000,20287.431255
5758.524438,1000,20292.156946
5760.356883,1000,20296.891954
5716.78704,1000,20301.635246
5721.260803,1000,20306.341196
5779.292293,1000,20311.035292
5420.524434,1000,20315.754101
5730.861996,1000,20320.486752
5751.628691,1000,20325.2118
5706.596104,1000,20329.899107
5709.507612,1000,20334.609249
853.295955,230,20335.702659
5710.695019,1000,20340.407064
5748.155177,1000,20345.130431
5719.615019,1000,20349.825488
5744.253331,1000,20354.82312
5731.377035,1000,20359.502333
5738.431345,1000,20364.219834
5717.778697,1000,20368.933548
5746.626447,1000,20373.678597
5724.843257,1000,20378.395637
2500.112488,557,20381.038804
5745.087626,1000,20385.77243
5708.05725,1000,20390.505907
5717.045509,1000,20395.242532
5768.592723,1000,20399.936007
5743.498252,1000,20404.647733
5484.553233,1000,20409.401074
5527.198869,1000,20414.139059
5813.96483,1000,20418.858236
5747.925227,1000,20423.572887
5777.528417,1000,20428.300295
5722.422903,1000,20432.988762
5739.600693,1000,20437.737688
836.844851,219,20438.768086
5723.590927,1000,20443.499558
817.743436,216,20444.538316
5714.442724,1000,20449.242664
5779.586104,1000,20453.932889
5745.776386,1000,20458.683427
5748.457377,1000,20463.399157
120.207923,76,20463.755341
29.797457,69,20464.082089
95.60328,66,20464.417533
5702.689942,1000,20469.114466
5761.896959,1000,20473.824452
5768.804715,1000,20478.740079
5737.092544,1000,20483.475931
5683.664324,1000,20488.179193
5756.014188,1000,20492.845005
5499.226862,1000,20497.534319
5367.648372,1000,20502.257309
5736.355832,1000,20506.977725
5696.247804,1000,20511.654697
5738.900653,1000,20516.345922
5753.824128,1000,20521.125519
5690.434973,1000,20525.828319
5712.86075,1000,20530.531395
5815.442167,1000,20535.238604
5733.663764,1000,20539.986326
5770.85246,1000,20544.697981
5736.31241,1000,20549.44065
5599.777156,1000,20554.237103
5755.257418,1000,20559.022829
5748.741337,1000,20563.908094
5769.500252,1000,20569.290182
845.961484,218,20570.456434
610.093198,183,20571.437032
5727.503022,1000,20576.403208
5745.807279,1000,20581.14706
1591.428072,364,20582.871122
5699.443719,1000,20587.640846
5756.202641,1000,20592.623956
5753.489214,1000,20597.635586
5759.227401,1000,20602.363988
5724.847563,1000,20607.127924
5758.246327,1000,20611.895772
