#{"t_start": 1735016675.688494, "env_id": "Walker2d-v5"}
r,l,t
4752.850124,1000,4849.706681
4777.675788,1000,4853.969244
3740.563694,844,4857.529038
4720.653478,1000,4861.728346
4771.068708,1000,4865.944072
4729.138676,1000,4870.139532
4793.191804,1000,4874.326517
4702.70324,1000,4878.469395
4762.41883,1000,4882.63376
4770.05187,1000,4886.813496
4786.033136,1000,4890.939993
4809.701508,1000,4895.088614
4748.002483,1000,4899.207725
4679.576478,1000,4903.358714
4731.817086,1000,4907.498881
4644.023032,1000,4911.647916
4770.282647,1000,4915.820666
4805.372815,1000,4919.994323
4749.42795,1000,4924.187324
4723.269425,1000,4928.398118
4604.346811,1000,4932.607846
4567.549919,1000,4936.859794
4726.610014,1000,4941.09412
4783.03473,1000,4945.355063
4585.893089,1000,4949.612772
4784.012453,1000,4953.905279
4722.807188,1000,4958.187292
2407.191802,548,4960.574025
4788.470007,1000,4964.874061
4086.698379,858,4968.566194
4814.487113,1000,4972.867825
4662.236346,1000,4977.19172
4739.046267,1000,4981.498265
4669.776302,1000,4985.82407
4757.55723,1000,4990.113829
4731.345215,1000,4994.417654
4715.953754,1000,4998.700939
4642.419374,1000,5002.982879
4704.740255,1000,5007.269442
4759.977326,1000,5011.515197
4545.078754,1000,5015.783074
4730.644825,1000,5020.027003
4719.864406,1000,5024.261133
4693.528605,1000,5028.516376
4621.092934,1000,5032.737985
4853.596217,1000,5037.019641
1868.190952,456,5038.950276
4697.070363,1000,5043.183816
4701.173082,1000,5047.431028
4683.528909,1000,5051.671618
4695.58482,1000,5055.914593
4653.154078,1000,5060.168554
4685.050355,1000,5064.403825
4403.473322,1000,5068.677933
4738.039317,1000,5072.912952
4706.507035,1000,5077.162113
4658.263213,1000,5081.412923
4731.697627,1000,5085.675181
4742.361633,1000,5089.951044
4700.378976,1000,5094.202299
4761.317236,1000,5098.499255
4707.715288,1000,5102.909313
4728.204545,1000,5107.298652
4694.298408,1000,5111.670617
4646.054895,1000,5116.040559
4690.794292,1000,5120.382856
4669.351935,1000,5124.666631
4712.106964,1000,5128.956987
4679.086587,1000,5133.23222
4669.431744,1000,5137.530302
4719.257386,1000,5141.824667
4737.93944,1000,5146.105902
4697.230914,1000,5150.487657
4803.537974,1000,5154.891148
4637.399288,1000,5159.277225
4740.050015,1000,5163.657077
4713.805533,1000,5168.058957
4737.516228,1000,5172.352532
4724.562394,1000,5176.607202
4766.95701,1000,5180.889619
4580.403727,1000,5185.129202
4787.863813,1000,5189.401569
4805.814435,1000,5193.631808
4722.132239,1000,5197.844911
4781.584756,1000,5202.071665
4683.951187,1000,5206.277931
4631.963699,1000,5210.508756
4347.58429,1000,5214.68927
4422.804496,1000,5218.891732
4779.867623,1000,5223.086908
4671.197456,1000,5227.269852
4727.046519,1000,5231.647135
4690.67646,1000,5235.966278
4710.366135,1000,5240.17329
4765.462945,1000,5244.358316
4659.573351,1000,5248.5451
4756.422228,1000,5252.780155
4738.189289,1000,5256.99302
4793.284743,1000,5261.225882
4708.726767,1000,5265.44637
4718.571841,1000,5269.694416
4525.963088,1000,5273.962618
4770.399292,1000,5278.213278
4576.542828,1000,5282.492482
4746.358062,1000,5286.725979
4706.172507,1000,5290.994348
4712.465234,1000,5295.263605
4716.234086,1000,5299.50694
4605.437989,1000,5303.782133
4673.59685,1000,5308.028841
4737.237641,1000,5312.293167
4655.61318,1000,5316.543406
4745.074325,1000,5320.79296
4711.846928,1000,5325.041103
4673.887468,1000,5329.283677
4770.623005,1000,5333.518951
4753.652882,1000,5337.740849
4631.166962,1000,5341.996794
4747.234737,1000,5346.213869
4783.80666,1000,5350.425671
4751.352067,1000,5354.798476
4730.39508,1000,5359.135739
4795.831851,1000,5363.364582
4807.468959,1000,5367.568944
4552.648946,1000,5371.799904
4801.639224,1000,5376.021707
4791.410763,1000,5380.2487
4699.149038,1000,5384.48875
4778.92097,1000,5388.695774
4769.580603,1000,5392.941152
4771.105464,1000,5397.1594
4788.142525,1000,5401.398915
4769.300083,1000,5405.636837
1018.304767,325,5407.015754
4701.193782,1000,5411.233362
4788.236308,1000,5415.489226
4723.404306,1000,5419.716743
4790.695908,1000,5423.998476
4724.82986,1000,5428.246783
4723.106097,1000,5432.508171
4758.973145,1000,5436.755306
4758.6812,1000,5441.024634
4777.199248,1000,5445.304504
4868.644158,1000,5449.553408
4742.255535,1000,5453.925964
4681.267927,1000,5458.240649
4827.914201,1000,5462.714693
4760.928294,1000,5467.101913
4751.693965,1000,5471.417982
4811.341716,1000,5475.680545
4778.713972,1000,5479.842563
4707.736364,1000,5483.968685
2009.402249,477,5486.090934
4775.073991,1000,5490.317131
4777.650582,1000,5494.294631
4768.776885,1000,5498.242073
4767.525545,1000,5502.291502
4777.371,1000,5506.309434
4679.940652,1000,5510.251869
4667.244604,1000,5514.382763
4771.021486,1000,5519.085173
4740.389473,1000,5523.823064
4797.685098,1000,5528.240301
4682.836191,1000,5532.474821
4773.42476,1000,5536.690042
4775.402209,1000,5540.797961
4776.098254,1000,5544.936645
4783.195024,1000,5549.058216
4804.182194,1000,5553.192634
4786.618517,1000,5557.638325
4772.182851,1000,5561.709275
4736.055889,1000,5566.40285
4752.606079,1000,5570.388298
4745.144972,1000,5574.705349
4793.0308,1000,5579.090234
4765.18239,1000,5583.418728
4783.339351,1000,5587.526327
4797.592964,1000,5591.541806
4762.383309,1000,5595.570304
4843.912876,1000,5599.571166
4819.407298,1000,5603.558774
4708.064723,1000,5607.693299
4686.328595,1000,5611.753184
4711.817644,1000,5615.784362
4742.287998,1000,5619.756875
4788.273642,1000,5623.74998
4794.740899,1000,5627.889636
4800.033924,1000,5631.878467
4754.604229,1000,5635.850302
1544.670141,380,5637.383189
4763.177731,1000,5641.382067
4817.367338,1000,5645.354306
4832.411787,1000,5649.357919
4824.333574,1000,5653.339092
4689.279426,1000,5657.350175
4834.797184,1000,5661.323962
4816.658186,1000,5665.446473
4736.370671,1000,5669.76005
4785.341723,1000,5673.777415
4791.350148,1000,5677.755656
4813.650653,1000,5681.75829
4798.497896,1000,5685.77474
4741.029053,1000,5689.793753
4805.297875,1000,5693.799605
4852.53097,1000,5697.820931
4768.472818,1000,5701.839985
4832.450231,1000,5705.853938
2018.692857,464,5707.737475
4757.607889,1000,5711.733257
4773.186278,1000,5715.767098
4834.708334,1000,5719.780903
4734.41586,1000,5723.761783
4678.238924,1000,5727.776357
4794.704301,1000,5731.802148
4766.14778,1000,5735.797201
4800.607043,1000,5739.804274
4813.492845,1000,5743.781053
4838.398609,1000,5747.794705
4851.860005,1000,5751.788029
4861.306185,1000,5755.7643
4821.806569,1000,5759.795795
4761.979968,1000,5763.793056
4766.799823,1000,5767.773984
4781.621387,1000,5771.791222
4765.39079,1000,5775.772374
4811.22385,1000,5779.784216
4787.241557,1000,5783.759548
4872.234395,1000,5787.732466
4865.405263,1000,5791.791881
4881.679339,1000,5795.790144
4829.441713,1000,5799.777526
4802.179329,1000,5803.764406
4851.702534,1000,5807.740009
4810.579976,1000,5811.79819
4818.028573,1000,5815.771582
4745.339289,1000,5819.776531
4855.275265,1000,5823.755666
4785.106507,1000,5827.745345
4825.09002,1000,5831.765545
4818.456253,1000,5835.759892
4821.981619,1000,5839.768018
4829.128476,1000,5843.76868
4828.137387,1000,5847.751581
4863.603194,1000,5851.784645
402.607062,165,5852.445939
4774.494398,1000,5856.434762
4724.944608,1000,5860.44573
50.938574,75,5860.744811
4731.324085,1000,5864.731614
4643.649642,1000,5868.730533
4855.400509,1000,5872.760318
4867.369597,1000,5876.747926
4780.041225,1000,5880.772724
4883.701573,1000,5884.78965
4874.424248,1000,5888.783359
4823.704169,1000,5892.811779
4889.296521,1000,5896.812078
4861.439711,1000,5900.840525
4850.44911,1000,5904.834188
4870.177453,1000,5908.826785
4829.571671,1000,5912.881734
4834.367934,1000,5916.885179
4885.151274,1000,5920.912121
4857.59118,1000,5924.904564
4873.652882,1000,5928.921281
4875.0861,1000,5932.975753
4816.359862,1000,5936.96264
4861.732434,1000,5940.974045
4875.59498,1000,5944.968497
4801.161103,1000,5948.974084
4805.194383,1000,5952.995179
4855.712257,1000,5956.973706
4855.120099,1000,5960.948556
4842.572315,1000,5964.992949
4747.004996,1000,5968.96038
4894.644215,1000,5972.974022
4834.637741,1000,5976.986346
4900.740127,1000,5980.979307
4794.055481,1000,5984.98033
4887.356473,1000,5988.953975
4869.290345,1000,5992.975239
4885.144121,1000,5996.978561
4879.349241,1000,6000.980882
1755.667174,417,6002.674984
4760.355676,1000,6006.679087
4883.413529,1000,6010.688096
4917.676504,1000,6014.732732
4895.951776,1000,6018.741204
4873.639865,1000,6022.945454
-3.951365,8,6022.979024
4743.294338,1000,6026.991398
4887.683914,1000,6031.031539
3667.738888,874,6034.662161
4912.044239,1000,6038.704906
4914.055682,1000,6042.854885
4846.030876,1000,6046.899177
4812.545266,1000,6050.930015
4815.59375,1000,6055.175499
4797.517367,1000,6059.151725
4863.751466,1000,6063.185008
4583.4701,1000,6067.226262
4850.131673,1000,6071.28067
4872.192265,1000,6075.398338
4841.949644,1000,6079.461727
4884.210049,1000,6083.444501
4903.036355,1000,6087.557093
4877.155752,1000,6091.646347
4701.797207,1000,6095.678729
4944.074973,1000,6099.775241
1975.078169,461,6101.642739
4846.459318,1000,6105.666278
4939.985676,1000,6109.669129
4881.802774,1000,6113.688453
4867.326399,1000,6117.741139
4812.637974,1000,6121.768952
4861.725211,1000,6125.834277
4940.530775,1000,6129.886337
4891.763376,1000,6133.951183
4620.941551,1000,6138.048322
4926.491134,1000,6142.113727
4902.171858,1000,6146.181082
4877.505921,1000,6150.268597
2186.374636,494,6152.282357
4626.321483,1000,6156.362359
4873.27346,1000,6160.428247
4876.123072,1000,6164.502647
4900.621099,1000,6168.567709
4814.982124,1000,6172.602703
4949.119159,1000,6176.719764
4887.246312,1000,6180.802538
4902.865385,1000,6184.862343
4728.678905,1000,6188.930653
4760.208625,1000,6192.997379
2719.16693,592,6195.435243
4909.421648,1000,6199.564668
2397.00514,545,6201.78102
4927.762047,1000,6205.860179
4932.075716,1000,6209.94927
4861.308672,1000,6214.08404
4896.319059,1000,6218.152188
4869.254843,1000,6222.202739
4940.695833,1000,6226.462399
4885.244985,1000,6230.98716
4922.10856,1000,6235.007172
1358.868061,341,6236.348611
4899.122121,1000,6240.423263
4869.752747,1000,6244.526705
4830.290711,1000,6248.61599
4882.786447,1000,6252.643278
4887.533966,1000,6256.714165
4793.786189,1000,6260.751487
4782.370867,1000,6264.774463
4831.279752,1000,6268.829454
4898.677455,1000,6272.876838
4867.789032,1000,6276.918998
4846.545728,1000,6280.963611
4940.667505,1000,6284.984542
4909.094481,1000,6289.051572
3294.185013,732,6291.996732
4801.67383,1000,6296.03066
4908.571968,1000,6300.116607
4894.120028,1000,6304.155422
4926.561761,1000,6308.210769
4801.423467,1000,6312.235205
4749.602904,1000,6316.279763
4903.915387,1000,6320.335273
4869.071909,1000,6324.356767
4862.399854,1000,6328.428155
2914.793988,653,6331.082358
4903.99001,1000,6335.130346
4592.364036,1000,6339.181418
4944.69038,1000,6343.217348
4861.129473,1000,6347.236473
4873.442879,1000,6351.309638
4888.640405,1000,6355.338281
4862.485168,1000,6359.404459
4753.957234,1000,6363.439038
4875.744428,1000,6367.482524
4853.562979,1000,6371.55231
4903.078458,1000,6375.580708
1679.673978,401,6377.206496
5008.405208,1000,6381.271596
4921.166435,1000,6385.314147
2653.159129,589,6387.689837
4949.227539,1000,6391.751335
4910.188165,1000,6395.792572
4898.882428,1000,6399.885649
4848.805533,1000,6403.91636
4924.69967,1000,6407.944337
4922.541452,1000,6412.009646
4788.914306,1000,6416.03682
4884.727728,1000,6420.140611
4885.373028,1000,6424.243487
2947.183038,644,6426.844031
4873.036737,1000,6430.905162
4892.673312,1000,6434.950306
4850.512353,1000,6439.006773
4934.782023,1000,6443.08796
4928.45933,1000,6447.127976
4786.664526,1000,6451.198348
4825.197196,1000,6455.245518
4937.197953,1000,6459.318843
4923.818466,1000,6463.392106
4895.294136,1000,6467.428105
4908.334736,1000,6471.505037
4958.498243,1000,6475.58981
4956.939071,1000,6479.647259
4808.949925,1000,6483.728258
4875.29801,1000,6487.780936
4916.573094,1000,6491.876641
4953.933771,1000,6495.935969
4897.436236,1000,6499.998646
4921.008041,1000,6504.093086
4931.415919,1000,6508.14827
4854.826647,1000,6512.231923
4953.014699,1000,6516.287715
4907.636552,1000,6520.357823
4916.520222,1000,6524.449749
4847.131007,1000,6528.50488
4835.779494,1000,6532.62185
4883.520252,1000,6536.703154
4881.82469,1000,6540.771261
4816.260434,1000,6544.850984
4973.277242,1000,6548.894449
4824.50307,1000,6552.964488
4934.878101,1000,6557.03151
4915.109562,1000,6561.107362
4895.554806,1000,6565.197835
4837.134769,1000,6569.246814
4824.210413,1000,6573.327671
4871.031981,1000,6577.38739
4523.52656,1000,6581.454093
-2.780957,7,6581.482668
4958.152648,1000,6585.569945
4685.575647,1000,6589.625718
4851.645241,1000,6593.70865
2996.187295,656,6596.370451
4910.356918,1000,6600.445934
4897.685036,1000,6604.54114
4918.026068,1000,6608.620088
4849.514627,1000,6612.713699
2539.868357,574,6615.048567
4821.970561,1000,6619.087245
4676.602625,1000,6623.176455
4829.198166,1000,6627.251742
4902.949285,1000,6631.333623
4772.988855,1000,6635.447372
4889.8666,1000,6639.50969
4656.60417,1000,6643.602101
4704.486677,1000,6647.683548
4953.27066,1000,6651.744508
4883.100972,1000,6655.836364
4889.404397,1000,6659.912678
4914.926609,1000,6664.01559
4779.291725,1000,6668.094834
219.342315,112,6668.551317
4893.208411,1000,6672.623718
4578.559213,1000,6676.721744
4733.969903,1000,6680.791138
4564.659916,1000,6684.89968
4611.376996,1000,6688.974219
4774.256126,1000,6693.059829
4158.713721,1000,6697.155754
4744.342788,1000,6701.227847
4663.986981,1000,6705.335405
4857.682101,1000,6709.42299
4607.070903,1000,6713.512904
4788.284727,1000,6717.650199
4804.709428,1000,6721.78388
4862.331784,1000,6725.875425
4647.023656,1000,6730.040074
2847.857393,619,6733.413723
4900.074549,1000,6737.914701
1882.048164,439,6739.643066
4853.725725,1000,6743.65173
11.226118,22,6743.741909
4717.041104,1000,6747.891906
4795.687301,1000,6752.042308
4768.653676,1000,6756.15845
4867.790407,1000,6761.068637
4886.013496,1000,6765.976955
4505.871418,1000,6770.611389
4917.22168,1000,6775.334336
4867.9296,1000,6780.161461
2027.183378,473,6782.247451
4820.095222,1000,6786.25254
4957.614067,1000,6790.219111
3593.398284,803,6793.42384
4774.360888,1000,6797.799461
4986.36843,1000,6801.980377
4937.883054,1000,6806.078447
4823.654281,1000,6810.208405
876.574849,249,6811.235834
4900.370566,1000,6815.336776
4789.110157,1000,6819.451053
4803.206606,1000,6823.543789
4939.533916,1000,6827.651866
4796.854954,1000,6831.750776
4944.160502,1000,6835.868474
304.834668,152,6836.488671
0.662745,10,6836.529153
-0.047865,9,6836.567368
-0.020842,9,6836.604429
348.607315,172,6837.324224
4734.082747,1000,6841.428026
4985.927757,1000,6845.519132
1876.909645,467,6847.448085
4730.024373,1000,6851.538174
4686.115963,1000,6855.653428
4897.683757,1000,6861.07296
4910.022918,1000,6865.969836
4774.310232,1000,6870.802616
4803.07514,1000,6875.653708
4728.404445,1000,6880.335507
4752.74575,1000,6884.29872
4706.538577,1000,6888.286615
4835.74902,1000,6892.348537
4890.4261,1000,6896.663357
4928.795716,1000,6900.868485
4886.512145,1000,6904.966984
4594.014785,1000,6909.079765
4841.994595,1000,6913.187062
4878.632418,1000,6917.289589
4812.513498,1000,6921.524836
4875.415351,1000,6925.903069
4968.432853,1000,6929.923991
4879.412412,1000,6934.024503
4824.627736,1000,6938.158479
4943.077643,1000,6942.283301
4913.402913,1000,6946.376153
4979.950899,1000,6950.489059
4931.208091,1000,6954.57029
4896.341022,1000,6958.657316
4953.806425,1000,6962.776787
4835.61403,1000,6966.928089
4868.131278,1000,6971.03894
3368.216348,793,6974.286679
4754.681993,1000,6978.394829
5005.718833,1000,6982.530947
4906.881118,1000,6986.616777
4892.958542,1000,6990.731065
4859.124279,1000,6995.612804
4929.536112,1000,7001.106553
4805.925571,1000,7006.384297
4883.824001,1000,7011.458214
4954.703623,1000,7016.921053
4840.905847,1000,7022.372831
856.397605,236,7023.674089
4653.918123,1000,7029.226672
4948.196433,1000,7034.944093
4857.397377,1000,7040.559917
4967.745422,1000,7046.084777
4812.694593,1000,7051.153456
4926.718897,1000,7056.260875
4942.469506,1000,7061.885951
921.69892,249,7062.910364
4755.128634,1000,7066.914619
4869.266724,1000,7071.078492
4881.044214,1000,7075.263188
4806.446006,1000,7079.452617
4898.847486,1000,7083.630302
186.998955,95,7084.024166
4782.551494,1000,7088.144648
4984.390449,1000,7092.385289
4954.940663,1000,7096.559854
4976.127455,1000,7100.676655
4962.19034,1000,7104.831709
3648.67584,764,7107.974368
4923.19519,1000,7112.123238
4934.896642,1000,7116.25413
5006.367031,1000,7120.433177
4958.635383,1000,7124.623912
4989.930517,1000,7128.719746
4940.083886,1000,7132.892104
4913.952109,1000,7137.006647
4956.835256,1000,7141.118296
3903.88651,826,7144.536696
4992.176632,1000,7149.880918
4943.230742,1000,7155.316199
4870.75099,1000,7160.495016
4786.769237,1000,7165.66127
4733.636864,1000,7170.82093
4942.629265,1000,7175.801466
4922.453298,1000,7179.80652
4924.585734,1000,7183.821313
4926.194557,1000,7188.64391
4943.073665,1000,7194.034445
4928.594269,1000,7198.516084
4946.385762,1000,7203.913622
4949.256979,1000,7209.377874
4931.06114,1000,7214.228573
2467.552834,549,7216.414772
4957.740144,1000,7220.417259
4854.500369,1000,7224.442219
3967.940453,890,7228.840909
4762.738466,1000,7233.270084
4943.85708,1000,7237.882661
4822.043483,1000,7488.305701
4965.826434,1000,7492.446113
4929.710848,1000,7496.089113
4889.425852,1000,7499.705387
4830.598775,1000,7503.366503
4871.333313,1000,7507.020236
4757.894591,1000,7510.701598
4770.111386,1000,7514.371049
4932.264179,1000,7518.066545
4801.561061,1000,7521.802325
4938.147025,1000,7525.517608
4927.976796,1000,7529.235145
1758.350479,420,7530.830805
4811.573669,1000,7534.56433
5032.388574,1000,7538.384937
4985.871055,1000,7542.230567
4976.799704,1000,7546.0113
4578.955962,1000,7549.850587
4839.623157,1000,7553.804303
5008.928952,1000,7557.657587
4957.822107,1000,7561.546006
4923.411936,1000,7565.470932
5017.633637,1000,7569.338866
4942.912716,1000,7573.216246
4827.397792,1000,7577.102201
4986.985247,1000,7580.984134
4967.1702,1000,7584.89218
4906.393368,1000,7588.802823
2494.628552,557,7591.031593
3185.552242,685,7593.754691
4952.737663,1000,7597.687258
4950.990265,1000,7601.587374
4986.643071,1000,7605.55161
4795.9892,1000,7609.464666
4818.718383,1000,7613.473092
4630.267535,1000,7617.416063
4987.644327,1000,7621.400237
4999.164898,1000,7625.381696
4728.458711,1000,7629.304333
4941.735005,1000,7633.255277
4735.892928,1000,7637.220193
4965.014508,1000,7641.188264
4821.995214,1000,7645.186423
4847.115581,1000,7649.143547
4947.1758,1000,7653.119576
4945.150921,1000,7657.058219
4939.288137,1000,7660.994693
4922.960673,1000,7664.952948
4833.53083,1000,7668.926003
10.837941,56,7669.1487
4506.892773,1000,7673.116157
14.265329,60,7673.36234
4915.644628,1000,7677.347624
4808.579992,1000,7681.357512
4711.315384,1000,7685.346975
4683.67664,1000,7689.399678
4609.792794,1000,7693.380306
5024.816224,1000,7697.393687
4721.360706,1000,7701.381459
4750.495468,1000,7705.391646
4931.394422,1000,7709.391827
4969.221869,1000,7713.397899
4882.784515,1000,7717.434644
4990.044762,1000,7721.430672
4960.82257,1000,7725.454212
4914.22379,1000,7729.457175
4858.300787,1000,7733.458877
4945.131376,1000,7737.493017
4964.568262,1000,7741.525961
4888.734129,1000,7745.567688
4885.681248,1000,7749.575741
4966.270996,1000,7753.585751
4971.303065,1000,7757.634883
4833.089869,1000,7761.668824
4898.181222,1000,7765.713653
4895.616881,1000,7769.737007
4974.22668,1000,7773.774953
4833.041716,1000,7777.84532
2126.198766,498,7779.852059
4904.115799,1000,7783.873051
4976.40398,1000,7787.942005
4894.974504,1000,7791.965923
2034.412661,479,7793.896569
4971.091154,1000,7797.959393
4710.737353,1000,7801.997477
4885.743314,1000,7806.065989
4916.484133,1000,7810.100836
4929.803463,1000,7814.136463
4973.572611,1000,7818.217159
4667.004079,1000,7822.265907
4976.926964,1000,7826.316069
4985.680711,1000,7830.359907
4843.312959,1000,7834.409306
4847.561793,1000,7838.484351
4935.660493,1000,7842.5228
4991.863571,1000,7846.606767
4992.180135,1000,7850.670493
4897.651931,1000,7854.706636
4915.451305,1000,7858.868874
5014.090883,1000,7862.929069
4991.604106,1000,7866.981038
4584.411436,1000,7871.02893
4651.822788,1000,7875.076701
4922.402759,1000,7879.152688
4995.862122,1000,7883.205773
5033.492738,1000,7887.280362
4852.477249,1000,7891.328111
4818.078451,1000,7895.378087
4990.139295,1000,7899.471311
4896.497878,1000,7903.530375
4988.297028,1000,7907.614298
4871.053,1000,7911.674941
4964.480674,1000,7915.74581
4946.593238,1000,7919.902884
4997.585825,1000,7924.044069
4995.804197,1000,7928.124584
4970.573676,1000,7932.203694
4845.002895,1000,7936.268601
4995.765016,1000,7940.38624
5012.621082,1000,7944.466802
4886.21649,1000,7948.566824
5008.17943,1000,7952.634467
4969.090649,1000,7956.703306
4983.721356,1000,7960.810487
5030.120807,1000,7964.877557
4916.008174,1000,7969.006403
4999.876409,1000,7973.155675
4989.485359,1000,7977.217453
5000.518059,1000,7981.341494
4958.866249,1000,7985.409575
3555.736039,747,7988.454444
2740.200077,641,7991.094814
4996.450064,1000,7995.211863
4982.800177,1000,7999.305479
4996.906436,1000,8003.408267
5013.873209,1000,8007.480217
4953.116259,1000,8011.591372
4915.96887,1000,8015.673819
5027.493904,1000,8019.771593
5002.887739,1000,8023.863593
4938.400973,1000,8027.952897
4879.832312,1000,8032.065317
4971.591141,1000,8036.175378
4964.330392,1000,8040.303603
4998.059795,1000,8044.453322
5026.14853,1000,8048.531811
4993.549352,1000,8052.619187
4997.402202,1000,8056.700393
4966.052751,1000,8060.836743
4960.575468,1000,8064.951197
4877.487113,1000,8069.040531
4964.398223,1000,8073.167357
4996.771182,1000,8077.309943
5004.112431,1000,8081.413463
5015.275015,1000,8085.54198
5015.325094,1000,8089.626284
5018.950342,1000,8093.740107
5030.09608,1000,8097.87683
4999.160368,1000,8102.030709
5008.501834,1000,8106.154665
5004.620611,1000,8110.244167
4972.874882,1000,8114.384274
4993.885271,1000,8118.503663
5009.241698,1000,8122.656787
4889.547214,1000,8126.784151
4951.118652,1000,8130.904267
5056.812547,1000,8135.064014
4868.711048,1000,8139.149945
5010.042599,1000,8143.291553
4981.879025,1000,8147.448935
4938.324492,1000,8151.577702
4959.177329,1000,8155.665072
4860.480115,1000,8159.7861
5061.057133,1000,8163.916545
5009.514751,1000,8168.05028
5040.412949,1000,8172.177423
4983.532654,1000,8176.334035
5066.345783,1000,8180.43262
5036.167213,1000,8184.569305
4899.922664,1000,8188.723811
5033.961751,1000,8192.864669
4950.273765,1000,8196.980059
4969.495293,1000,8201.085314
5030.877898,1000,8205.224142
5012.37875,1000,8209.461505
5059.655041,1000,8213.609516
5059.44733,1000,8217.739186
5010.901807,1000,8221.849291
4988.198341,1000,8225.999691
5046.848448,1000,8230.133491
5054.606392,1000,8234.273073
4713.100146,1000,8238.391229
5084.129913,1000,8242.510033
5038.855543,1000,8246.645845
5017.574448,1000,8250.769519
5010.688604,1000,8254.903665
4920.526747,1000,8259.032317
5020.729241,1000,8263.141947
5005.802351,1000,8267.27344
4937.491218,1000,8271.421024
4996.683229,1000,8275.582851
5032.783474,1000,8280.087181
4904.736299,1000,8284.241177
4971.191643,1000,8309.192114
5005.490044,1000,8313.275718
5071.228255,1000,8328.39986
5044.748353,1000,8332.102133
4920.048847,1000,8338.193731
5040.972339,1000,8341.826272
5006.148895,1000,8392.549612
5088.904451,1000,8396.758862
5061.453792,1000,8400.429197
4997.64494,1000,8404.142096
5038.142761,1000,8407.827264
5062.833847,1000,8411.571044
5062.266656,1000,8415.421771
4904.633496,1000,8419.272808
5092.552783,1000,8423.108827
5049.49054,1000,8426.903765
4996.374214,1000,8430.719331
4966.646295,1000,8434.541149
5010.059217,1000,8438.341569
5063.665412,1000,8442.241908
4835.785363,1000,8446.146798
5027.460671,1000,8450.077278
4948.159432,1000,8454.0279
4974.630637,1000,8457.937224
4960.762782,1000,8461.88167
5031.714191,1000,8465.810355
5062.81115,1000,8469.746214
4838.502347,1000,8473.766923
5036.571577,1000,8477.812862
5024.588478,1000,8481.865009
5013.639263,1000,8485.828196
5112.197566,1000,8489.784705
5097.767642,1000,8493.737111
4955.991406,1000,8497.69617
5029.318366,1000,8502.023409
5060.796114,1000,8506.122549
5088.045958,1000,8583.082139
5084.843932,1000,8587.220353
5089.62134,1000,8590.764614
5089.52181,1000,8611.70423
5040.764095,1000,8615.441064
5003.060806,1000,8621.830845
5048.632236,1000,8673.58207
5037.271696,1000,8677.204963
5055.250071,1000,8680.772372
5041.134361,1000,8777.088337
5062.384878,1000,8780.775387
5072.03272,1000,8784.331944
5048.365306,1000,8788.174006
5079.105477,1000,8793.532048
4961.558699,1000,8865.478289
5071.008654,1000,8869.401089
4795.400192,1000,8873.071637
5024.900332,1000,8876.633679
2132.814272,493,8878.473393
4984.839548,1000,8922.138774
5044.070412,1000,8926.894572
4809.183595,1000,8930.536237
4912.911542,1000,8939.328224
5022.093357,1000,9269.200822
4908.124556,1000,9274.342352
4397.696131,1000,9278.141675
5021.97388,1000,9281.78638
5050.411489,1000,9285.409548
4988.571842,1000,9289.004166
5074.034623,1000,9292.672438
5115.464726,1000,9296.356817
5092.953874,1000,9300.028654
5071.565682,1000,9304.144836
5047.67007,1000,9307.819654
5110.839194,1000,9311.600722
5013.962135,1000,9315.296279
5029.737994,1000,9318.973527
5005.776615,1000,9322.70677
4994.687181,1000,9326.888368
5047.864748,1000,9330.593188
5034.772534,1000,9334.328096
4967.438448,1000,9346.805434
500.176384,163,9347.419553
4855.807469,1000,9351.465712
4802.160232,1000,9357.643402
5050.824545,1000,9361.328628
5020.473428,1000,9365.053845
5005.709775,1000,9368.741764
4827.742319,1000,9372.429676
4994.145358,1000,9376.16694
4964.671374,1000,9379.882884
4922.735091,1000,9383.638224
5072.580933,1000,9387.369034
4697.014236,1000,10325.902021
4529.820172,1000,10329.561903
5057.443163,1000,10333.463315
4961.95604,1000,10337.764987
5069.317459,1000,10342.60798
666.398719,198,10343.537193
4952.470772,1000,10348.341269
2270.390822,495,10642.700056
4989.667905,1000,10648.555063
5026.448255,1000,10652.480361
4935.810636,1000,10656.334828
4260.70307,895,10659.627725
5024.80612,1000,10663.404666
5073.344619,1000,10667.127562
4789.501055,1000,10670.829344
5043.951854,1000,10674.738352
5061.848748,1000,10678.558035
5101.095555,1000,10682.398736
4855.312464,1000,10686.105819
5063.6224,1000,10689.799342
4913.28384,1000,10693.535792
4994.864992,1000,10697.266477
4884.72795,1000,10700.983108
5036.419376,1000,10704.700804
5006.782364,1000,10708.419924
4973.88666,1000,10712.165019
4972.578655,1000,10715.903897
5064.891156,1000,10719.670526
4934.505057,1000,10723.480473
5064.300963,1000,10727.400385
5104.314281,1000,10731.330553
5116.839472,1000,10735.780633
5018.075975,1000,10739.642883
5087.5286,1000,10743.46008
5075.866075,1000,10747.547984
5085.658818,1000,10751.395341
5100.835148,1000,10755.223655
5082.163869,1000,10759.051044
5001.219753,1000,10762.933892
5042.165653,1000,10766.77219
4968.7054,1000,10770.589866
5080.320232,1000,10774.451906
5076.911098,1000,10778.371368
4924.146142,1000,10782.305164
5046.415989,1000,10786.168174
5045.336297,1000,10790.066382
